type,detail,comment,raw_code,label
String literals should not be duplicated,"Define a constant instead of duplicating this literal ""Timeout of "" 4 times.",the intended behavior here may be to simply run as many requests as possible and then stopping. just a thought,"          throw new TimeoutException(""Timeout of "" + timeout + "" sec reached. Aborting"");",0
"Non-primitive fields should not be ""volatile""","Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe.","This variable is not going to be changed in concurrency case, right? Why need `volatile`?",    private static volatile IWriter WRITER;,1
Local variable and method parameter names should comply with a naming convention,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,          List<TDataNodeLocation> nodeLocationResult =,          List<TDataNodeLocation> NodeLocationResult =,1
Raw types should not be used,Provide the parametrized type for this generic.,Rename the variable,  private final Comparable _timestamp;,0
Static non-final field names should comply with a naming convention,"Rename this field ""DEFAULT_EXPECTED_COMPLETENESS"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","This class could be deleted.
Let's delete everything under /completeness.checker",  public static double DEFAULT_EXPECTED_COMPLETENESS = 80;,0
"Unused ""private"" fields should be removed","Remove this unused ""slacks"" private field.",Different naming style. Please fix.,"    private SlackSettings slacks;
FieldDeclaration     private WechatSettings wechatSetting;",0
Collection.isEmpty() should be used to test for emptiness,Use isEmpty() to check whether the collection is empty or not.,"Do we enforce and ensure that all created tenants have instances? If not, then is this really an error situation?",    if (instances.size() == 0) {,0
Generic exceptions should never be thrown,Define and throw a dedicated exception instead of using a generic one.,Can this be throws IOException?,  void onCompactionJobComplete(D dataset) throws Exception;,1
Unnecessary imports should be removed,Remove this unused import 'org.apache.iotdb.tsfile.read.TimeValuePair'.,remove,import org.apache.iotdb.tsfile.read.TimeValuePair;,1
Local variables should not be declared and then immediately returned or thrown,"Immediately return this expression instead of assigning it to the temporary variable ""combinedSchema"".","""doc"" -> actual doc, also, maybe preserve the original namespace.","    Schema combinedSchema = Schema.createRecord(inputSchema.getName(), ""doc"", ""gobblin.http"", false, fields);",0
"Reflection should not be used to increase accessibility of classes, methods, or fields",This accessibility bypass should be removed.,Maybe skip this cycle for static fields?,"            field.set(forStatic ? null : testInstance, revisionListenerHolder);",0
Resources should be closed,"Use try-with-resources or close this ""FileOutputStream"" in a ""finally"" clause.",Both streams need to be closed. Prefer try-with-resource or close in finally,    OutputStream os = new FileOutputStream(outFile);,1
"Mutable fields should not be ""public static""","Make this member ""protected"".",`String METRICS_SERVLETS_DEFAULT[]` -> `String[] METRICS_SERVLETS_DEFAULT`,"  public static final String METRICS_SERVLETS_DEFAULT[] = { ""jmx"", ""metrics"", ""prometheus"" };",0
Unnecessary imports should be removed,Remove this unused import 'com.sun.source.util.TreePath'.,"Jackpot:
warning: Unused Import",import com.sun.source.util.TreePath;,1
Unused method parameters should be removed,"Remove this unused method parameter ""record"".",Move this to WriteHandle ?,  public boolean canWrite(HoodieRecord record) {,0
Local variables should not shadow class fields,"Rename ""recipients"" which hides the field declared at line 67.",Maybe put these code into a constructor?,"      Map<String, Set<String>> recipients = new HashMap<>();",0
"""ThreadLocal"" variables should be cleaned up when no longer used","Call ""remove()"" on ""THREAD_LOCAL_LONG_MAP"".",The Long2IntOpenHashMap can also be reimplemented in a different format for better locality and cache friendliness right. Similar to how this PR implements IntGroupIdMap ?,  private static final ThreadLocal<Long2IntOpenHashMap> THREAD_LOCAL_LONG_MAP =,0
Local variable and method parameter names should comply with a naming convention,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,"Since this is used in both write and flush, shall we call it GMCEException or something more generic?","  MetadataFlushException(String datasetName, String dbName, String tableName, String GMCETopicName,",0
"""toString()"" should never be called on a String object","""storageGroup"" is already a string, there's no need to call ""toString()"" on it.",add confirmLeader(),    return clusterSchemaManager.getStorageGroupNames().contains(storageGroup.toString());,0
Field names should comply with a naming convention,"Rename this field ""_partitionIdToSemaphoreMap"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","Please write a block of comment before the declaration of this variable, describing what these semaphores are being used for.
Make it private final.
Also document, that the semaphores will stay in the hash map even if the consuming partitions move to a different host. We expect that these will be a small number of semaphores, but that may be ok. 
It may be useful to add a metric of how many semaphores are there in the map..","  private Map<Integer, Semaphore> _partitionIdToSemaphoreMap = new ConcurrentHashMap<>();",0
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,Remove the dead code?,    //TimeRangeEntity baseline = TimeRangeEntity.getContextBaseline(context);,1
Sections of code should not be commented out,This block of commented-out lines of code should be removed.,把license去掉吧,"// Licensed under the Apache License, Version 2.0 (the ""License"");",0
Raw types should not be used,Provide the parametrized type for this generic.,I still cannot under why we need to init the map with size as `triggerTable.size() + 1`.,    Map allTriggerStates = new HashMap(triggerTable.size() + 1);,0
Raw types should not be used,Provide the parametrized type for this generic.,This is unused (or only used for a bogus debug call) I would drop it.,                List list = new ArrayList<>(paramCount);,0
Utility classes should not have public constructors,Add a private constructor to hide the implicit public one.,"Actually, I am thinking if the keyword `Config` is a good one. It seems this class only defines some config keys or say table header field names? So what about renaming it to `HoodieTableHeaderFields` or `HoodieTableHeaderConfigKeys`?",public class HoodieTableHeaderConfig {,0
"Track uses of ""TODO"" tags",Complete the task associated to this TODO comment.,"I can not recall clearly, but for a long trace path, we could visit lots of services, so it should be OK to have multiple CLIENT and SERVER kind spans?",      // TODO: what about clients embedded in Master/RegionServer/Gateways/&c?,0
Null pointers should not be dereferenced,"A ""NullPointerException"" could be thrown; ""db"" is nullable here.",Missing `if (olapTable.getState() != OlapTableState.NORMAL) {` check?,"        OlapTable olapTable = (OlapTable) db.getTableOrThrowException(tableName, TableType.OLAP);",0
"Loops should not contain more than a single ""break"" or ""continue"" statement",Reduce the total number of break and continue statements in this loop to use at most one.,Combine these two `if` using `or`,"        // filter the row that all columns are null
BlockStmt         if (queryDataSet.isWithoutAllNull() && rowRecord.isAllNull()) {
BlockStmt           i--;
BlockStmt           continue;
BlockStmt         }
BlockStmt         // filter the row that any column is null
BlockStmt         if (queryDataSet.isWithoutAnyNull() && rowRecord.hasNullField()) {
BlockStmt           i--;
BlockStmt           continue;",1
